_id,skillname_x,coursename,certificate_link,score,approval,userId,name,email,role,department,designation,createdAt,__v,skillname_y
670627fde88879333ce6fbcc,React,React for Beginners,http://www.murphy.info/,89,False,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,React
670627fde88879333ce6fbcd,React,Advanced React,http://www.stephens-webster.org/,65,True,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,React
670627fde88879333ce6fbce,React,React with Redux,http://norton.biz/,57,True,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,React
670627fde88879333ce6fbcf,Node.js,Intro to Node.js,http://harvey.com/,81,False,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,Node.js
670627fde88879333ce6fbd0,Node.js,Advanced Node.js,http://clark.net/,61,True,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,Node.js
670627fde88879333ce6fbd1,Node.js,Node.js with Express,https://mason.com/,84,False,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,Node.js
670627fde88879333ce6fbd2,MongoDB,MongoDB Basics,https://edwards.com/,53,False,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,MongoDB
670627fde88879333ce6fbd3,MongoDB,MongoDB for Developers,https://collins.com/,83,True,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,MongoDB
670627fde88879333ce6fbd4,MongoDB,Data Modeling with MongoDB,https://ho-sanchez.com/,77,False,670627fde88879333ce6f7be,Elizabeth Mitchell,martinezmichael@example.net,admin,IT,Senior IT Engineer,2024-01-22,1,MongoDB
670627fde88879333ce6fbd5,React,React for Beginners,https://nolan-logan.biz/,63,True,670627fde88879333ce6f7bf,Timothy Dillon,barreraarthur@example.net,employee,IT,Junior IT Engineer,2024-08-30,1,React
670627fde88879333ce6fbd6,Node.js,Intro to Node.js,https://jordan.biz/,99,True,670627fde88879333ce6f7bf,Timothy Dillon,barreraarthur@example.net,employee,IT,Junior IT Engineer,2024-08-30,1,Node.js
670627fde88879333ce6fbd7,MongoDB,MongoDB Basics,https://www.morris-williams.com/,86,True,670627fde88879333ce6f7bf,Timothy Dillon,barreraarthur@example.net,employee,IT,Junior IT Engineer,2024-08-30,1,MongoDB
670627fde88879333ce6fbd8,React,React for Beginners,http://quinn.com/,87,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,React
670627fde88879333ce6fbd9,React,Advanced React,http://www.rojas.biz/,50,False,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,React
670627fde88879333ce6fbda,React,React with Redux,https://long.info/,56,False,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,React
670627fde88879333ce6fbdb,Node.js,Intro to Node.js,http://ward.net/,94,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,Node.js
670627fde88879333ce6fbdc,Node.js,Advanced Node.js,http://www.hahn.biz/,53,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,Node.js
670627fde88879333ce6fbdd,Node.js,Node.js with Express,https://www.walker-hernandez.com/,81,False,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,Node.js
670627fde88879333ce6fbde,MongoDB,MongoDB Basics,http://reed.biz/,79,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,MongoDB
670627fde88879333ce6fbdf,MongoDB,MongoDB for Developers,https://www.baker.com/,51,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,MongoDB
670627fde88879333ce6fbe0,MongoDB,Data Modeling with MongoDB,http://spencer.com/,94,True,670627fde88879333ce6f7c0,Michael Summers,rachelhernandez@example.org,admin,IT,Senior IT Engineer,2024-05-07,1,MongoDB
670627fde88879333ce6fbe1,Python,Intro to Python,http://turner.com/,89,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Python
670627fde88879333ce6fbe2,Python,Advanced Python,https://miller.com/,91,True,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Python
670627fde88879333ce6fbe3,Python,Data Science with Python,http://mahoney.biz/,98,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Python
670627fde88879333ce6fbe4,Data Engineering,Data Engineering Bootcamp,https://knight-lara.com/,88,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Data Engineering
670627fde88879333ce6fbe5,Data Engineering,Building Data Pipelines,http://blake-navarro.com/,82,True,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Data Engineering
670627fde88879333ce6fbe6,Data Engineering,ETL with Python,https://henderson.info/,99,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Data Engineering
670627fde88879333ce6fbe7,Machine Learning,Introduction to Machine Learning,http://wilson.com/,98,True,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Machine Learning
670627fde88879333ce6fbe8,Machine Learning,Deep Learning with TensorFlow,https://www.barr.org/,62,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Machine Learning
670627fde88879333ce6fbe9,Machine Learning,Machine Learning in Python,http://www.alvarado-sanchez.com/,63,False,670627fde88879333ce6f7c1,Karen Martin,bwhitaker@example.com,admin,Engineering,Senior Engineering Engineer,2024-04-09,1,Machine Learning
670627fde88879333ce6fbea,React,React for Beginners,https://wagner.com/,60,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,React
670627fde88879333ce6fbeb,React,Advanced React,https://www.contreras-avila.com/,93,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,React
670627fde88879333ce6fbec,React,React with Redux,http://www.sosa.com/,72,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,React
670627fde88879333ce6fbed,Node.js,Intro to Node.js,https://colon-garcia.com/,65,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,Node.js
670627fde88879333ce6fbee,Node.js,Advanced Node.js,https://copeland.com/,98,False,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,Node.js
670627fde88879333ce6fbef,Node.js,Node.js with Express,http://gallegos.com/,57,False,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,Node.js
670627fde88879333ce6fbf0,MongoDB,MongoDB Basics,http://wagner.net/,82,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,MongoDB
670627fde88879333ce6fbf1,MongoDB,MongoDB for Developers,http://morris-odom.com/,65,False,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,MongoDB
670627fde88879333ce6fbf2,MongoDB,Data Modeling with MongoDB,https://fuller.biz/,93,True,670627fde88879333ce6f7c2,Andrew Miller,susan37@example.net,admin,IT,Senior IT Engineer,2024-07-20,1,MongoDB
670627fde88879333ce6fbf3,React,React for Beginners,https://www.martin.net/,97,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,React
670627fde88879333ce6fbf4,React,Advanced React,http://burgess.com/,72,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,React
670627fde88879333ce6fbf5,React,React with Redux,http://www.russell.com/,63,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,React
670627fde88879333ce6fbf6,Node.js,Intro to Node.js,http://davis-harvey.info/,94,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,Node.js
670627fde88879333ce6fbf7,Node.js,Advanced Node.js,https://smith.com/,79,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,Node.js
670627fde88879333ce6fbf8,Node.js,Node.js with Express,http://www.brown.info/,71,True,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,Node.js
670627fde88879333ce6fbf9,MongoDB,MongoDB Basics,http://www.howard.com/,55,False,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,MongoDB
670627fde88879333ce6fbfa,MongoDB,MongoDB for Developers,https://www.young.com/,76,True,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,MongoDB
670627fde88879333ce6fbfb,MongoDB,Data Modeling with MongoDB,http://villa.biz/,59,True,670627fde88879333ce6f7c3,Jerome Brown,mmaxwell@example.net,employee,IT,Senior IT Engineer,2024-07-28,1,MongoDB
670627fde88879333ce6fbfc,Python,Intro to Python,http://www.vasquez-taylor.com/,88,True,670627fde88879333ce6f7c4,Stephanie Nelson,regina42@example.com,admin,Engineering,Junior Engineering Engineer,2024-09-06,1,Python
670627fde88879333ce6fbfd,Data Engineering,Data Engineering Bootcamp,https://johnson.com/,60,True,670627fde88879333ce6f7c4,Stephanie Nelson,regina42@example.com,admin,Engineering,Junior Engineering Engineer,2024-09-06,1,Data Engineering
670627fde88879333ce6fbfe,Machine Learning,Introduction to Machine Learning,http://mueller-anderson.com/,51,True,670627fde88879333ce6f7c4,Stephanie Nelson,regina42@example.com,admin,Engineering,Junior Engineering Engineer,2024-09-06,1,Machine Learning
670627fde88879333ce6fbff,Python,Intro to Python,http://www.lopez.com/,85,False,670627fde88879333ce6f7c5,Alan Davis,yhardy@example.org,employee,Engineering,Junior Engineering Engineer,2024-01-28,0,Python
670627fde88879333ce6fc00,Data Engineering,Data Engineering Bootcamp,https://silva.com/,77,False,670627fde88879333ce6f7c5,Alan Davis,yhardy@example.org,employee,Engineering,Junior Engineering Engineer,2024-01-28,0,Data Engineering
670627fde88879333ce6fc01,Machine Learning,Introduction to Machine Learning,http://www.compton.org/,85,True,670627fde88879333ce6f7c5,Alan Davis,yhardy@example.org,employee,Engineering,Junior Engineering Engineer,2024-01-28,0,Machine Learning
670627fde88879333ce6fc02,React,React for Beginners,http://newman.com/,53,True,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,React
670627fde88879333ce6fc03,React,Advanced React,http://cook-smith.com/,53,True,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,React
670627fde88879333ce6fc04,React,React with Redux,http://glover-marshall.org/,66,False,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,React
670627fde88879333ce6fc05,Node.js,Intro to Node.js,https://adams.com/,67,True,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,Node.js
670627fde88879333ce6fc06,Node.js,Advanced Node.js,http://www.bailey.com/,88,False,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,Node.js
670627fde88879333ce6fc07,Node.js,Node.js with Express,https://murphy.com/,88,False,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,Node.js
670627fde88879333ce6fc08,MongoDB,MongoDB Basics,http://crawford.com/,75,False,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,MongoDB
670627fde88879333ce6fc09,MongoDB,MongoDB for Developers,https://phillips.net/,86,True,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,MongoDB
670627fde88879333ce6fc0a,MongoDB,Data Modeling with MongoDB,http://stevenson-gomez.net/,83,True,670627fde88879333ce6f7c6,Adriana Woods,jose76@example.net,admin,IT,Senior IT Engineer,2024-02-10,1,MongoDB
670627fde88879333ce6fc0b,Python,Intro to Python,https://garcia.com/,98,True,670627fde88879333ce6f7c7,Geoffrey Banks,edward18@example.com,employee,Engineering,Junior Engineering Engineer,2024-01-13,0,Python
670627fde88879333ce6fc0c,Data Engineering,Data Engineering Bootcamp,http://spears.com/,85,False,670627fde88879333ce6f7c7,Geoffrey Banks,edward18@example.com,employee,Engineering,Junior Engineering Engineer,2024-01-13,0,Data Engineering
670627fde88879333ce6fc0d,Machine Learning,Introduction to Machine Learning,https://davis-ruiz.com/,57,True,670627fde88879333ce6f7c7,Geoffrey Banks,edward18@example.com,employee,Engineering,Junior Engineering Engineer,2024-01-13,0,Machine Learning
670627fde88879333ce6fc0e,Python,Intro to Python,http://www.hays-rosario.info/,80,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Python
670627fde88879333ce6fc0f,Python,Advanced Python,https://thomas.com/,82,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Python
670627fde88879333ce6fc10,Python,Data Science with Python,http://wood.biz/,98,False,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Python
670627fde88879333ce6fc11,Data Engineering,Data Engineering Bootcamp,http://leblanc-snyder.com/,89,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Data Engineering
670627fde88879333ce6fc12,Data Engineering,Building Data Pipelines,https://wells.com/,70,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Data Engineering
670627fde88879333ce6fc13,Data Engineering,ETL with Python,https://owen.com/,78,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Data Engineering
670627fde88879333ce6fc14,Machine Learning,Introduction to Machine Learning,http://www.sanchez.com/,92,True,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Machine Learning
670627fde88879333ce6fc15,Machine Learning,Deep Learning with TensorFlow,http://reyes-koch.net/,91,False,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Machine Learning
670627fde88879333ce6fc16,Machine Learning,Machine Learning in Python,https://www.hall-scott.com/,61,False,670627fde88879333ce6f7c8,Melissa Wallace,christine26@example.com,employee,Engineering,Senior Engineering Engineer,2024-06-26,0,Machine Learning
670627fde88879333ce6fc17,React,React for Beginners,https://cannon.com/,88,False,670627fde88879333ce6f7c9,Elizabeth Blevins,ccarter@example.org,employee,IT,Junior IT Engineer,2024-06-30,1,React
670627fde88879333ce6fc18,Node.js,Intro to Node.js,https://chase.com/,54,True,670627fde88879333ce6f7c9,Elizabeth Blevins,ccarter@example.org,employee,IT,Junior IT Engineer,2024-06-30,1,Node.js
670627fde88879333ce6fc19,MongoDB,MongoDB Basics,http://www.lopez-bradley.org/,88,True,670627fde88879333ce6f7c9,Elizabeth Blevins,ccarter@example.org,employee,IT,Junior IT Engineer,2024-06-30,1,MongoDB
670627fde88879333ce6fc1a,React,React for Beginners,http://www.stanley.com/,89,False,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,React
670627fde88879333ce6fc1b,React,Advanced React,https://www.richards-lee.net/,81,False,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,React
670627fde88879333ce6fc1c,React,React with Redux,https://nichols-smith.com/,74,True,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,React
670627fde88879333ce6fc1d,Node.js,Intro to Node.js,http://cohen-guerra.com/,90,True,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,Node.js
670627fde88879333ce6fc1e,Node.js,Advanced Node.js,https://www.cook.com/,69,False,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,Node.js
670627fde88879333ce6fc1f,Node.js,Node.js with Express,https://www.spencer-lam.org/,98,True,670627fde88879333ce6f7ca,Sara Harris,michaelhanna@example.net,admin,IT,Senior IT Engineer,2024-04-20,1,Node.js
